Date,Open,High,Low,Close,Change,%Change,Volume
1/27/17,112.93,113.54,112.81,113.49,0.23,0.20%,6706500
1/30/17,113.61,114.3,113.54,113.97,0.48,0.42%,7687700
1/31/17,115.27,115.82,115.18,115.55,1.58,1.39%,10421800
2/1/17,114.66,115.45,114.14,115.2,-0.35,-0.30%,6932800
2/2/17,116.26,116.57,115.63,115.84,0.64,0.56%,7189400
2/3/17,115.73,116.36,115.71,116.13,0.29,0.25%,9455400
2/6/17,117.07,117.74,116.74,117.7,1.57,1.35%,8547800
2/7/17,117.31,117.74,117.2,117.46,-0.24,-0.20%,8621000
2/8/17,118.09,118.59,117.81,118.19,0.73,0.62%,9633400
2/9/17,118.32,118.58,117.2,117.29,-0.9,-0.76%,8177200
2/10/17,116.68,117.86,116.67,117.6,0.31,0.26%,9072100
2/13/17,116.73,116.95,116.15,116.8,-0.8,-0.68%,7354900
2/14/17,117.51,117.56,116.38,116.93,0.13,0.11%,6927800
2/15/17,116.33,117.48,116.25,117.45,0.52,0.44%,7088400
2/16/17,117.93,118.35,117.83,118.08,0.63,0.54%,6378600
2/17/17,118.19,118.4,117.62,117.68,-0.4,-0.34%,7338000
2/21/17,117.04,118,116.77,117.75,0.07,0.06%,6166800
2/22/17,117.86,118.02,117.24,117.91,0.16,0.14%,6057100
2/23/17,118.76,119.15,118.68,118.94,1.03,0.87%,7523300
2/24/17,119.74,119.88,119.25,119.7,0.76,0.64%,9808900
2/27/17,119.73,120.4,119.12,119.12,-0.58,-0.48%,9263400
2/28/17,119.71,119.84,118.82,119.23,0.11,0.09%,8727800
3/1/17,117.98,119.12,117.95,119.06,-0.17,-0.14%,8679600
3/2/17,117.76,118.34,117.22,117.58,-1.48,-1.24%,10986200
3/3/17,116.95,117.73,116.44,117.51,-0.07,-0.06%,10665800
3/6/17,117.35,117.35,116.63,116.72,-0.79,-0.67%,4883500
3/7/17,116.13,116.25,115.61,115.78,-0.94,-0.81%,6846200
3/8/17,114.99,115.36,114.94,115.06,-0.72,-0.62%,7620900
3/9/17,114.78,115.03,114.4,114.47,-0.59,-0.51%,6410900
3/10/17,114.45,114.73,114.13,114.72,0.25,0.22%,7929500
3/13/17,114.63,114.91,114.5,114.74,0.02,0.02%,5807300
3/14/17,114.54,115.01,114.03,114.12,-0.62,-0.54%,5301800
3/15/17,114.29,116.25,114.02,116.25,2.13,1.87%,13524000
3/16/17,117.27,117.29,116.69,116.73,0.48,0.41%,9322000
3/17/17,117.04,117.27,116.91,116.99,0.26,0.22%,4683000
3/20/17,117.31,117.6,117.21,117.56,0.57,0.49%,4000200
3/21/17,117.77,118.8,117.76,118.54,0.98,0.83%,9567900
3/22/17,118.87,119.15,118.68,118.83,0.29,0.24%,7287300
3/23/17,119.15,119.25,118.32,118.67,-0.16,-0.13%,6201100
3/24/17,118.5,119.21,118.39,118.86,0.19,0.16%,6879600
3/27/17,119.93,120.08,119.27,119.53,0.67,0.56%,8519500
3/28/17,119.74,119.83,118.78,119.04,-0.49,-0.41%,7112700
3/29/17,119.22,119.45,119.05,119.33,0.29,0.24%,4911000
3/30/17,118.77,119.12,118.32,118.47,-0.86,-0.72%,6894500
3/31/17,118.61,119.08,118.46,118.72,0.25,0.21%,8520800
4/3/17,118.69,119.37,118.67,119.35,0.63,0.53%,6105700
4/4/17,119.59,119.77,119.38,119.62,0.27,0.23%,4687300
4/5/17,118.62,119.63,118.4,119.62,0,0.00%,8105900
4/6/17,119.22,119.42,118.97,119.18,-0.44,-0.37%,4633400
4/7/17,120.3,120.67,119.14,119.46,0.28,0.23%,12350000
4/10/17,119.04,119.69,118.85,119.46,0,0.00%,4623600
4/11/17,120.33,121.4,120.29,121.19,1.73,1.45%,12455200
4/12/17,121.38,122.22,121.14,122.02,0.83,0.68%,9502500
4/13/17,122.54,122.65,122.03,122.6,0.58,0.48%,9892600
4/17/17,122.55,123.07,121.99,122.24,-0.36,-0.29%,8469500
4/18/17,122.43,123.03,121.73,122.82,0.58,0.47%,10903700
4/19/17,122.25,122.26,121.28,121.73,-1.09,-0.89%,8472700
4/20/17,121.82,122.17,121.5,121.96,0.23,0.19%,11787300
4/21/17,122.14,122.61,121.73,122.31,0.35,0.29%,15608000
4/24/17,120.77,121.51,120.66,121.48,-0.83,-0.68%,11053500
4/25/17,120.53,120.87,120.05,120.25,-1.23,-1.01%,10344700
4/26/17,120.21,120.96,119.87,120.84,0.59,0.49%,9758800
4/27/17,120.42,120.6,119.97,120.39,-0.45,-0.37%,8266900
4/28/17,120.34,120.77,120.27,120.77,0.38,0.32%,9134200
5/1/17,120.21,120.75,119.35,119.67,-1.1,-0.91%,9331800
5/2/17,119.3,119.65,119.24,119.65,-0.02,-0.02%,4900700
5/3/17,119.18,119.34,117.92,117.98,-1.67,-1.40%,10811000
5/4/17,116.81,117.28,116.63,116.79,-1.19,-1.01%,12406900
5/5/17,116.86,117.07,116.68,117.01,0.22,0.19%,7127100
5/8/17,117.03,117.14,116.68,116.75,-0.26,-0.22%,5438300
5/9/17,116.18,116.24,115.56,116.05,-0.7,-0.60%,6801200
5/10/17,116.42,116.5,115.86,116.04,-0.01,-0.01%,4290400
5/11/17,116.21,116.85,116.18,116.5,0.46,0.40%,6274300
5/12/17,117.07,117.16,116.73,116.83,0.33,0.28%,5434400
5/15/17,117.51,117.54,116.99,117.14,0.31,0.27%,5019500
5/16/17,117.45,117.91,117.4,117.65,0.51,0.44%,4942800
5/17/17,119.36,120.02,119.27,119.79,2.14,1.82%,13936800
5/18/17,119.77,119.84,118.56,118.81,-0.98,-0.82%,10341100
5/19/17,119.39,119.54,118.88,119.4,0.59,0.50%,6787200
5/22/17,119.63,120.14,119.58,119.9,0.5,0.42%,5132400
5/23/17,120.13,120.19,118.98,119.14,-0.76,-0.63%,8305400
5/24/17,119.07,119.74,118.92,119.61,0.47,0.39%,7064900
5/25/17,119.52,119.69,119.29,119.48,-0.13,-0.11%,4105000
5/26/17,120.49,120.79,120.33,120.54,1.06,0.89%,6791600
5/30/17,120.24,120.33,119.95,120.14,-0.4,-0.33%,4507400
5/31/17,120.31,121.23,120.26,120.62,0.48,0.40%,10360700
6/1/17,120.17,120.74,120.06,120.72,0.1,0.08%,8702500
6/2/17,121.31,121.71,121.19,121.61,0.89,0.74%,7268000
6/5/17,121.91,121.94,121.58,121.73,0.12,0.10%,3979100
6/6/17,123.09,123.31,122.77,123.1,1.37,1.13%,10798500
6/7/17,122.79,123.16,122.01,122.45,-0.65,-0.53%,9039100
6/8/17,122.07,122.08,120.95,121.65,-0.8,-0.65%,8169800
6/9/17,120.46,120.91,120.4,120.54,-1.11,-0.91%,7054600
6/12/17,120.33,120.68,120.26,120.36,-0.18,-0.15%,4927300
6/13/17,119.95,120.71,119.92,120.48,0.12,0.10%,3786600
6/14/17,121.51,121.88,119.57,119.82,-0.66,-0.55%,21124800
6/15/17,119.22,119.5,119.13,119.32,-0.5,-0.42%,6796600
6/16/17,119.35,119.5,119.24,119.34,0.02,0.02%,6435600
6/19/17,118.74,118.84,118.33,118.43,-0.91,-0.76%,6786900
6/20/17,118.42,118.46,118.07,118.18,-0.25,-0.21%,4617300
6/21/17,118.15,118.66,118.15,118.52,0.34,0.29%,4723700
6/22/17,119.13,119.2,118.6,118.92,0.4,0.34%,5811900
6/23/17,119.65,119.66,119.31,119.43,0.51,0.43%,9258600
6/26/17,118.29,118.54,118.17,118.36,-1.07,-0.90%,6593300
6/27/17,118.87,119.05,118.48,118.81,0.45,0.38%,5759300
6/28/17,119.06,119.06,118.68,118.9,0.09,0.08%,4220100
6/29/17,117.97,118.64,117.91,118.32,-0.58,-0.49%,7705100
6/30/17,118.08,118.41,117.95,118.02,-0.3,-0.25%,7272600
7/3/17,116.54,116.85,115.94,116.09,-1.93,-1.64%,12145000
7/5/17,115.91,116.67,115.87,116.52,0.43,0.37%,7223200
7/6/17,116.58,116.61,116.24,116.47,-0.05,-0.04%,4443300
7/7/17,115.78,115.79,114.8,115.28,-1.19,-1.02%,11153600
7/10/17,115.02,115.57,114.83,115.47,0.19,0.16%,4970800
7/11/17,115.26,115.77,114.88,115.62,0.15,0.13%,6637900
7/12/17,116.21,116.33,115.87,116.03,0.41,0.35%,4654300
7/13/17,116.04,116.04,115.67,115.82,-0.21,-0.18%,4148900
7/14/17,117.04,117.25,116.64,116.77,0.95,0.82%,5788200
7/17/17,117.42,117.53,117.23,117.29,0.52,0.45%,5170800
7/18/17,117.99,118.33,117.88,118.11,0.82,0.70%,7158500
7/19/17,118.18,118.27,117.84,118.08,-0.03,-0.03%,3205100
7/20/17,117.92,118.62,117.66,118.24,0.16,0.14%,5571600
7/21/17,119,119.39,118.75,119.26,1.02,0.86%,10135900
7/24/17,119.52,119.58,119.18,119.31,0.05,0.04%,3654300
7/25/17,118.99,119.32,118.79,118.92,-0.39,-0.33%,6202900
7/26/17,118.57,120.15,118.55,119.88,0.96,0.81%,8527900
7/27/17,120.1,120.14,119.28,119.79,-0.09,-0.08%,6385200
7/28/17,120.15,120.86,120.14,120.69,0.9,0.75%,7393600
7/31/17,120.5,120.805,120.45,120.75,0.06,0.05%,3944500
8/1/17,120.44,121.14,120.44,120.65,-0.1,-0.08%,7365000
8/2/17,120.51,121.02,120.34,120.4,-0.25,-0.21%,5945200
8/3/17,120.31,120.83,120.31,120.59,0.19,0.16%,4275500
8/4/17,119.97,120.04,119.22,119.65,-0.94,-0.78%,8644700
8/7/17,119.43,119.79,119.43,119.51,-0.14,-0.12%,3010100
8/8/17,120.02,120.12,118.97,119.86,0.35,0.29%,7227200
8/9/17,121.02,121.55,120.76,121.31,1.45,1.21%,9186200
8/10/17,122.08,122.44,122.03,122.21,0.9,0.74%,9817800
8/11/17,122.24,122.83,122.03,122.79,0.58,0.47%,8019500
8/14/17,121.98,122.24,121.685,121.92,-0.87,-0.71%,6035200
8/15/17,120.6,121.23,120.58,120.98,-0.94,-0.77%,6731300
8/16/17,120.66,122.06,120.66,121.87,0.89,0.74%,8267300
8/17/17,122.29,122.61,121.76,122.49,0.62,0.51%,8183800
8/18/17,123.37,123.54,122,122.3,-0.19,-0.16%,13654200
8/21/17,122.54,122.98,122.5,122.76,0.46,0.38%,5549600
8/22/17,122.56,122.56,121.85,122.21,-0.55,-0.45%,6493900
8/23/17,122.58,122.69,122.31,122.67,0.46,0.38%,5038300
8/24/17,122.39,122.64,122.13,122.29,-0.38,-0.31%,4193300
8/25/17,122.77,123.02,121.29,122.74,0.45,0.37%,12398200
8/28/17,123.33,124.73,123.33,124.69,1.95,1.59%,11578200
8/29/17,125.81,125.87,124.05,124.42,-0.27,-0.22%,9857700
8/30/17,124.33,124.62,124.16,124.36,-0.06,-0.05%,6328400
8/31/17,124.58,125.84,124.55,125.82,1.46,1.17%,11775500
9/1/17,126.01,126.17,125.12,126.06,0.24,0.19%,11567400
9/5/17,126.65,127.78,126.57,127.46,1.4,1.11%,11813000
9/6/17,127.34,127.44,126.55,126.81,-0.65,-0.51%,10059200
9/7/17,127.56,128.32,127.39,128.13,1.32,1.04%,10219700
9/8/17,128.21,128.3,127.59,127.97,-0.16,-0.12%,9020000
9/11/17,126.74,126.94,126.045,126.19,-1.78,-1.39%,9126500
9/12/17,126.03,126.59,125.94,126.56,0.37,0.29%,8349000
9/13/17,126.4,126.45,125.5,125.61,-0.95,-0.75%,8490900
9/14/17,125.66,126.44,125.62,126.16,0.55,0.44%,5330600
9/15/17,125.99,125.99,125.41,125.53,-0.63,-0.50%,8375000
9/18/17,124.71,124.76,123.965,124.36,-1.17,-0.93%,8859800
9/19/17,124.49,124.65,124.03,124.62,0.26,0.21%,5826500
9/20/17,124.68,125.06,123.15,123.62,-1,-0.80%,11415400
9/21/17,122.56,123.07,122.49,122.68,-0.94,-0.76%,7757800
9/22/17,123.03,123.39,122.935,123.24,0.56,0.46%,6011900
9/25/17,122.78,124.66,122.71,124.53,1.29,1.05%,10257200
9/26/17,123.57,123.81,122.9,123.14,-1.39,-1.12%,8673500
9/27/17,122.04,122.51,121.88,121.98,-1.16,-0.94%,6903900
9/28/17,122.04,122.475,121.83,122.21,0.23,0.19%,5968200
9/29/17,122.29,122.3,121.55,121.58,-0.63,-0.52%,10207900
10/2/17,121.17,121.34,120.74,120.77,-0.81,-0.67%,11755300
10/3/17,120.72,121.1,120.7,120.83,0.06,0.05%,3728600
10/4/17,121.21,121.27,120.71,121.17,0.34,0.28%,6475200
10/5/17,121.15,121.24,120.395,120.52,-0.65,-0.54%,6205400
10/6/17,120.26,121.21,119.78,121.09,0.57,0.47%,10013200
10/9/17,121.64,122.11,121.55,122.08,0.99,0.82%,5264100
10/10/17,122.62,122.97,122.36,122.4,0.32,0.26%,9315400
10/11/17,122.57,122.88,122.03,122.79,0.39,0.32%,5649400
10/12/17,122.84,123.035,122.5,122.89,0.1,0.08%,3037500
10/13/17,123.66,123.86,123.34,123.82,0.93,0.76%,6820300
10/16/17,123.82,123.97,122.57,122.97,-0.85,-0.69%,8201900
10/17/17,122.03,122.32,121.73,122.13,-0.84,-0.68%,7041200
10/18/17,121.71,121.94,121.55,121.67,-0.46,-0.38%,3666400
10/19/17,122.2,122.55,122.11,122.39,0.72,0.59%,5567200
10/20/17,121.68,121.98,121.39,121.61,-0.78,-0.64%,8481100
10/23/17,120.98,121.9,120.96,121.8,0.19,0.16%,5069600
10/24/17,121.26,121.71,120.98,121.33,-0.47,-0.39%,5114100
10/25/17,121.31,121.59,120.84,121.35,0.02,0.02%,4282300
10/26/17,121.16,121.16,120.22,120.33,-1.02,-0.84%,6438800
10/27/17,120.38,120.99,120.21,120.9,0.57,0.47%,6664100
10/30/17,120.93,121.47,120.8,121.13,0.23,0.19%,5119200
10/31/17,120.82,120.84,120.38,120.67,-0.46,-0.38%,3910400
11/1/17,120.98,121.55,120.835,121.11,0.44,0.36%,4647700
11/2/17,121.29,121.96,121.05,121.19,0.08,0.07%,5369500
11/3/17,121.36,121.43,120.18,120.62,-0.57,-0.47%,6330600
11/6/17,120.72,121.85,120.68,121.65,1.03,0.85%,6953700
11/7/17,121.51,121.56,120.78,121.21,-0.44,-0.36%,4165900
11/8/17,121.95,122.25,121.59,121.63,0.42,0.35%,5565200
11/9/17,121.85,122.41,121.73,122.13,0.5,0.41%,6072400
11/10/17,121.99,122.11,120.935,121.13,-1,-0.82%,7116200
11/13/17,121.43,121.55,121.27,121.31,0.18,0.15%,6249300
11/14/17,120.9,121.91,120.77,121.56,0.25,0.21%,6188900
11/15/17,122.13,122.36,121.25,121.41,-0.15,-0.12%,4984800
11/16/17,121.45,121.71,121.29,121.4,-0.01,-0.01%,2796500
11/17/17,122.15,123.17,121.95,122.86,1.46,1.20%,10613900
11/20/17,122.3,122.41,121.04,121.31,-1.55,-1.26%,8356600
11/21/17,121.67,122,121.5,121.51,0.2,0.16%,4956400
11/22/17,122.26,122.95,122.17,122.63,1.12,0.92%,5211800
11/24/17,122.36,122.61,122.22,122.32,-0.31,-0.25%,1779700
11/27/17,123.26,123.33,122.67,122.83,0.51,0.42%,4961200
11/28/17,123.05,123.17,122.53,122.81,-0.02,-0.02%,5603100
11/29/17,122.24,122.33,121.74,122.04,-0.77,-0.63%,6138900
11/30/17,121.44,121.695,120.64,121.1,-0.94,-0.77%,7936200
12/1/17,120.94,122.43,120.74,121.59,0.49,0.40%,13080100
12/4/17,121.15,121.2,120.84,121.18,-0.41,-0.34%,6943600
12/5/17,120.44,120.505,119.72,120.32,-0.86,-0.71%,10041100
12/6/17,120.03,120.44,119.87,120.07,-0.25,-0.21%,6643000
12/7/17,119.01,119.24,118.1,118.49,-1.58,-1.32%,12900200
12/8/17,118.63,118.92,118.33,118.48,-0.01,-0.01%,5231200
12/11/17,118.37,118.54,117.8,118.01,-0.47,-0.40%,4522200
12/12/17,117.73,118.17,117.4,118.15,0.14,0.12%,8020100
12/13/17,118.19,119.35,118.01,119.17,1.02,0.86%,10086600
12/14/17,119.1,119.285,118.705,118.93,-0.24,-0.20%,6993500
12/15/17,119.41,119.5,118.97,119.18,0.25,0.21%,7531900
12/18/17,119.63,119.99,119.6,119.73,0.55,0.46%,5452200
12/19/17,119.67,119.9,119.53,119.82,0.09,0.08%,4018800
12/20/17,119.98,120.36,119.81,120.14,0.32,0.27%,5734600
12/21/17,120.07,120.45,120,120.31,0.17,0.14%,4823700
12/22/17,120.67,121.14,120.57,120.94,0.63,0.52%,5791300
12/26/17,121.55,121.87,121.51,121.77,0.83,0.69%,8224400
12/27/17,122,122.34,121.875,122.23,0.46,0.38%,6232600
12/28/17,122.82,122.92,122.56,122.85,0.62,0.51%,5732700
12/29/17,123.7,124.085,123.46,123.65,0.8,0.65%,7852100
1/2/18,124.66,125.18,124.39,125.15,1.5,1.21%,11762500
1/3/18,125.05,125.09,124.1,124.82,-0.33,-0.26%,7904300
1/4/18,124.89,125.85,124.74,125.46,0.64,0.51%,7329700
1/5/18,124.93,125.48,124.83,125.33,-0.13,-0.10%,5739900
1/8/18,125.2,125.32,124.9,125.31,-0.02,-0.02%,3566700
1/9/18,124.49,124.86,124.23,124.73,-0.58,-0.46%,9153500
1/10/18,125.17,125.31,124.72,125.03,0.3,0.24%,14809300
1/11/18,125.37,125.66,125.25,125.44,0.41,0.33%,5994700
1/12/18,126.01,127.13,125.81,126.96,1.52,1.21%,9258500
1/16/18,126.6,127.18,126.4,127.17,0.21,0.17%,8083800
1/17/18,126.77,127.22,125.9,126.14,-1.03,-0.81%,10130500
1/18/18,126.13,126.52,125.8,125.86,-0.28,-0.22%,6289200
1/19/18,126.57,126.73,126.41,126.42,0.56,0.44%,8773700
1/22/18,126.51,126.75,126.28,126.65,0.23,0.18%,4893500
1/23/18,126.53,127.35,126.34,127.28,0.63,0.50%,6190400
1/24/18,128.39,129.265,128.234,128.83,1.55,1.22%,11827500
1/25/18,128.69,129.515,127.36,127.97,-0.86,-0.67%,15219600
1/26/18,128.24,128.52,127.97,128.07,0.1,0.08%,7828700
1/29/18,127.58,127.63,126.915,127.35,-0.72,-0.56%,6956300
1/30/18,127.91,127.92,126.74,126.8,-0.55,-0.43%,9736100
1/31/18,127.45,127.85,126.4,127.65,0.85,0.67%,13418900
2/1/18,127.18,128.15,127.08,128.07,0.42,0.33%,10854600
2/2/18,126.81,126.85,125.955,126.39,-1.68,-1.31%,16789200
2/5/18,126.82,127.31,126.44,126.71,0.32,0.25%,13596300
2/6/18,126.54,126.55,125.22,125.38,-1.33,-1.05%,17672400
2/7/18,125.48,125.77,124.41,124.79,-0.59,-0.47%,8558400
2/8/18,124.92,125.44,124.51,124.98,0.19,0.15%,7343600
2/9/18,124.65,125.14,124.39,124.77,-0.21,-0.17%,14140600
2/12/18,125.19,125.82,125.11,125.37,0.6,0.48%,6984800
2/13/18,125.67,126.18,125.52,126.08,0.71,0.57%,5321300
2/14/18,126.47,128.59,126.29,128.23,2.15,1.71%,16416400
2/15/18,128.43,128.57,127.94,128.38,0.15,0.12%,7276400
2/16/18,128.3,128.7,127.57,127.96,-0.42,-0.33%,7956900
2/20/18,127.28,127.4,126.04,126.24,-1.72,-1.34%,11148700
2/21/18,126.36,126.76,125.44,125.66,-0.58,-0.46%,7908700
2/22/18,125.92,126.37,125.88,126.3,0.64,0.51%,5346300
2/23/18,126.06,126.3,125.85,126.14,-0.16,-0.13%,4239700
2/26/18,126.45,126.62,126.18,126.45,0.31,0.25%,3194700
2/27/18,126.06,126.15,124.59,125.13,-1.32,-1.04%,7082300
2/28/18,125.09,125.46,124.81,125,-0.13,-0.10%,4534800
3/1/18,124.15,125.31,123.575,124.72,-0.28,-0.22%,12910000
3/2/18,125.67,125.69,124.97,125.39,0.67,0.54%,9994300
3/5/18,125.35,125.48,124.96,125.18,-0.21,-0.17%,5778300
3/6/18,126.2,126.96,126.13,126.53,1.35,1.08%,8676700
3/7/18,126.22,126.29,125.42,125.72,-0.81,-0.64%,5158600
3/8/18,125.69,125.7,125.125,125.42,-0.3,-0.24%,3474900
3/9/18,124.94,125.69,124.78,125.54,0.12,0.10%,5066800
3/12/18,125.04,125.57,124.84,125.54,0,0.00%,2884200
3/13/18,125.67,125.99,125.05,125.78,0.24,0.19%,4798300
3/14/18,125.49,125.76,125.34,125.7,-0.08,-0.06%,3777000
3/15/18,125.12,125.21,124.72,124.9,-0.8,-0.64%,6130100
3/16/18,124.84,124.87,124.21,124.6,-0.3,-0.24%,7402100
3/19/18,124.57,125.16,124.42,124.87,0.27,0.22%,4335400
3/20/18,124.41,124.55,123.96,124.31,-0.56,-0.45%,3399400
3/21/18,125.4,126.76,125.03,126.48,2.17,1.75%,12532000
3/22/18,126.09,126.34,125.64,125.98,-0.5,-0.40%,5298700
3/23/18,127.82,128.06,127.405,127.61,1.63,1.29%,12025800
3/26/18,128.05,128.58,128.01,128.28,0.67,0.53%,6169800
3/27/18,127.23,127.62,127.05,127.49,-0.79,-0.62%,6180700
3/28/18,126.48,126.61,125.51,125.73,-1.76,-1.38%,10254800
3/29/18,125.42,125.81,125.31,125.79,0.06,0.05%,7117100
4/2/18,126.65,127.54,126.375,127.26,1.47,1.17%,11421100
4/3/18,126.54,126.59,126.01,126.3,-0.96,-0.75%,6083700
4/4/18,127.5,127.53,126.32,126.45,0.15,0.12%,7488200
4/5/18,125.45,126.082,125.425,125.8,-0.65,-0.51%,5332900
4/6/18,126.57,126.6,126.125,126.39,0.59,0.47%,6121200
4/9/18,126.45,126.86,126.23,126.82,0.43,0.34%,4189800
4/10/18,127.02,127.305,126.67,127.12,0.3,0.24%,5403900
4/11/18,128.09,129.47,127.78,128.11,0.99,0.78%,12348500
4/12/18,127.25,127.34,126.47,126.62,-1.49,-1.16%,8141300
4/13/18,127.07,127.75,127.03,127.45,0.83,0.66%,6821300
4/16/18,127.74,128.05,127.57,127.63,0.18,0.14%,4600000
4/17/18,127.02,127.78,127,127.75,0.12,0.09%,4184000
4/18/18,128.32,128.54,127.75,127.85,0.1,0.08%,6755500
4/19/18,127.81,127.88,127.13,127.6,-0.25,-0.20%,8736100
4/20/18,126.69,126.97,126.55,126.63,-0.97,-0.76%,10403100
4/23/18,125.62,125.76,125.34,125.62,-1.01,-0.80%,6921500
4/24/18,125.78,126.34,125.67,126.23,0.61,0.49%,4733100
4/25/18,125.23,125.51,125.06,125.41,-0.82,-0.65%,5985600
4/26/18,125.54,125.57,124.69,124.97,-0.44,-0.35%,7517100
4/27/18,125.2,125.62,125.17,125.5,0.53,0.42%,5653900
4/30/18,124.41,125.2,124.19,124.59,-0.91,-0.73%,9830600
5/1/18,123.9,123.985,123.39,123.71,-0.88,-0.71%,7551500
5/2/18,123.9,124.54,123.58,123.65,-0.06,-0.05%,7614000
5/3/18,124.66,124.76,124.24,124.28,0.63,0.51%,4857300
5/4/18,124.1,124.65,124,124.54,0.26,0.21%,5883500
5/7/18,124.5,124.7,124.3,124.57,0.03,0.02%,3397500
5/8/18,124.14,124.95,123.79,124.59,0.02,0.02%,5551000
5/9/18,124.45,124.87,124.24,124.33,-0.26,-0.21%,4405500
5/10/18,125.22,125.37,124.75,125.18,0.85,0.68%,5218300
5/11/18,125.57,125.59,124.94,125,-0.18,-0.14%,4299100
5/14/18,125.16,125.21,124.44,124.49,-0.51,-0.41%,3753200
5/15/18,122.82,122.82,122.13,122.48,-2.01,-1.61%,10911800
5/16/18,122.38,122.61,122.03,122.29,-0.19,-0.16%,4943200
5/17/18,122.23,122.43,122.04,122.36,0.07,0.06%,7781300
5/18/18,122.05,122.65,122.01,122.41,0.05,0.04%,6837100
5/21/18,122.16,122.53,121.97,122.48,0.07,0.06%,4126600
5/22/18,122.7,122.74,122.34,122.41,-0.07,-0.06%,4579600
5/23/18,122.14,122.74,122.11,122.54,0.13,0.11%,7007200
5/24/18,123.1,123.82,123.08,123.59,1.05,0.86%,8850000
5/25/18,123.66,123.7,123.21,123.21,-0.38,-0.31%,7920600
5/29/18,122.84,123.64,122.66,123.19,-0.02,-0.02%,9013100
5/30/18,123.17,123.61,123.17,123.37,0.18,0.15%,4573600
5/31/18,123.26,123.78,123.1,123.1,-0.27,-0.22%,7862400
6/1/18,122.58,123.09,122.44,122.49,-0.61,-0.50%,8059100
6/4/18,122.85,122.93,122.37,122.37,-0.12,-0.10%,4345300
6/5/18,122.55,123.23,122.28,122.85,0.48,0.39%,6864200
6/6/18,123.08,123.35,122.63,122.92,0.07,0.06%,4083700
6/7/18,122.96,123.145,122.69,122.86,-0.06,-0.05%,3700700
6/8/18,123.08,123.12,122.91,123.01,0.15,0.12%,3865600
6/11/18,123.1,123.42,123.02,123.23,0.22,0.18%,3201100
6/12/18,122.95,123.18,122.64,122.82,-0.41,-0.33%,7279600
6/13/18,122.84,123.34,122.47,123.19,0.37,0.30%,5867700
6/14/18,123.63,123.86,123.32,123.38,0.19,0.15%,8015400
6/15/18,122.18,122.2,120.83,121.34,-2.04,-1.65%,14536900
6/18/18,121.35,121.44,120.99,121.11,-0.23,-0.19%,3845900
6/19/18,120.81,121.03,120.58,120.8,-0.31,-0.26%,4925800
6/20/18,120.79,120.81,120.16,120.26,-0.54,-0.45%,4548400
6/21/18,119.92,120.32,119.82,120.05,-0.21,-0.17%,5681900
6/22/18,120.21,120.4,120.1,120.34,0.29,0.24%,4518400
6/25/18,120,120.23,119.83,119.89,-0.45,-0.37%,9300100
6/26/18,119.28,119.59,119.09,119.26,-0.63,-0.53%,8675400
6/27/18,118.96,119.05,118.48,118.58,-0.68,-0.57%,6480500
6/28/18,118.59,118.67,118.01,118.22,-0.36,-0.30%,7760900
6/29/18,118.43,118.94,118.26,118.65,0.43,0.36%,8002800
7/2/18,118.18,118.21,117.4,117.46,-1.19,-1.00%,12021900
7/3/18,118.41,119.08,118.38,118.65,1.19,1.01%,8900900
7/5/18,118.92,119.33,118.77,119.05,0.4,0.34%,4951800
7/6/18,118.97,119.03,118.73,118.86,-0.19,-0.16%,2947000
7/9/18,119.65,119.73,119.14,119.15,0.29,0.24%,4075200
7/10/18,118.89,119,118.61,118.93,-0.22,-0.18%,3754700
7/11/18,118.45,118.53,117.62,117.64,-1.29,-1.08%,6974700
7/12/18,118,118.26,117.94,118.13,0.49,0.42%,4585400
7/13/18,117.62,117.75,117.45,117.61,-0.52,-0.44%,5444200
7/16/18,117.51,117.625,117.28,117.55,-0.06,-0.05%,3670900
7/17/18,116.72,116.925,116.12,116.28,-1.27,-1.08%,7939600
7/18/18,116.03,116.35,115.83,116.31,0.03,0.03%,5391900
7/19/18,115.13,116.47,115.12,115.81,-0.5,-0.43%,14227600
7/20/18,116.4,116.71,116.24,116.56,0.75,0.65%,7892300
7/23/18,116.25,116.31,115.76,116,-0.56,-0.48%,6247300
7/24/18,116.22,116.43,115.91,116.04,0.04,0.03%,4801000
7/25/18,116.79,116.84,116.27,116.68,0.64,0.55%,5480900
7/26/18,116.24,116.51,115.77,115.77,-0.91,-0.78%,6382900
7/27/18,115.92,116.24,115.77,115.83,0.06,0.05%,5242000
7/30/18,115.8,116.02,115.64,115.65,-0.18,-0.16%,4157300
7/31/18,115.47,116.35,115.39,115.99,0.34,0.29%,5508400
8/1/18,115.63,115.7,115.125,115.14,-0.85,-0.73%,7941600
8/2/18,115.17,115.23,114.42,114.52,-0.62,-0.54%,6204200
8/3/18,115.09,115.53,114.86,114.92,0.4,0.35%,5953200
8/6/18,114.56,114.72,114.31,114.33,-0.59,-0.51%,5811600
8/7/18,114.85,114.935,114.42,114.59,0.26,0.23%,5188400
8/8/18,114.75,114.95,114.41,114.91,0.32,0.28%,3809800
8/9/18,115.02,115.12,114.69,114.74,-0.17,-0.15%,4252900
8/10/18,114.81,115.23,114.61,114.69,-0.05,-0.04%,6757800
8/13/18,113.81,113.81,112.83,112.96,-1.73,-1.51%,9150800
8/14/18,113.25,113.48,112.84,113.07,0.11,0.10%,7086100
